text,label,document_index,subset
anyth found newli creat return null systemid indic parent document todo assumpt invalid ifwhen allow edit link submodel,code/design_debt,1197,train
todo distinguish defer resolut thing unresolv end load report user,code/design_debt,1198,train
todo assum rang sort true tfm,code/design_debt,1199,train
todo adequ find profil java webstart jar tfm,code/design_debt,1200,train
todo check whether realli need think left incomplet understand magicdraw composit error problem tfm,code/design_debt,1201,train
todo sure whether better case code better java web start eclips,code/design_debt,1202,train
todo return collect singl object caller expect,code/design_debt,1203,train
todo code manual process elementimport packag need check whether mdr alreadi someth similar automat part namespac process tfm 20060408,code/design_debt,1204,train
todo iter filter would nice instead muck around collect,code/design_debt,1206,train
todo belong use getimportedel,code/design_debt,1207,train
todo ration getmodelelementcontain,code/design_debt,1208,train
todo temporari stopgap enumerationliter,code/design_debt,1209,train
todo requir support referencevalu,code/design_debt,1210,train
todo nonmodelel type need handl,code/design_debt,1211,train
todo assum rang sort true tfm,code/design_debt,1212,train
caus problem make multipl return messag refer activ even return classifi role activ emen sure chang activ one messag amend messag certain chang mani bob,code/design_debt,1213,train
todo i18n need local dont local capabl model subsystem object arg typenam elemnam alia miscnameelementimportalia import alia return translatorloc miscnameelementimportalia arg,code/design_debt,1214,train
regist listen metamodel class subclass option qualifi list properti name todo verifi propertyev name legal class metamodel,code/design_debt,1215,train
todo want construct artifici name,code/design_debt,1216,train
todo implement support type string,code/design_debt,1217,train
todo done event deliv leav avoid last minut synchron problem,code/design_debt,1218,train
verif debug level log todo leav alway tfm,code/design_debt,1219,train
todo mvw need rethinkingrework follow question search stereotyp namespac use properti creat new stereotyp actual use getstereotypestr name string baseclass edit d00mst comment import nsuml implement tfm see orgargoumlmodelextensionmechanismsfactorybuildstereotypejavalangobject javalangobject javalangobject,code/design_debt,1220,train
todo type model element use type paramet formal need match actual paramet get replac later code go restrict alway paramet doesnt seem right dont time debug right tfm 20090608,code/design_debt,1221,train
todo built reflect metamodel tfm updat uml metamodel replac reflect,code/design_debt,1222,train
todo use minim updat strategi instead remov everyth ad tfm,code/design_debt,1224,train
todo actual return permiss stereotyp access import spec call former seem give differ semant way packag import work review see wrong,code/design_debt,1225,train
todo multipl string represent multipl consolid form use orgargoumlumlreveng,code/design_debt,1227,train
todo ambigu whether ad contain resid,code/design_debt,1229,train
todo either extend support aggreationkind simplifiedremov api tfm 20070331,code/design_debt,1230,train
todo perhap use hashset collect faster lookup perform case caller naiv contain lookup,code/design_debt,1232,train
todo tri reus set everi recurs,code/design_debt,1233,train
check two element arent alreadi link opposit way todo part implement wellformed rule uml142 45320 circular inherit allow selfallparentsincludesself,code/design_debt,1234,train
todo handl access import,code/design_debt,1237,train
todo delet instanc classifi leav sinc contain much state user would recreat nsmodelgetumlhelperdeletecollect nsmodelgetumlpackagegetcommonbehavior getainstanceclassifiergetinstancecl todo delet objectflowst type nsmodelgetumlhelperdeletecollect nsmodelgetumlpackagegetactivitygraph getatypeobjectflowstategetobjectflowstatecl todo delet classifierinst type,code/design_debt,1238,train
todo probabl throw except get invalid argument rather return null,code/design_debt,1239,train
todo delet old multipl copi use hard code valu tfm,code/design_debt,1240,train
todo current implement expect list multiplicityrang interfac chang nsuml implement suspect use accept list integ tfm see orgargoumlmodeldatatypesfactorycreatemultiplicityjavautillist,code/design_debt,1241,train
