text,classification
return current target deprec argouml version 0135 visibl method chang futur replac link orgargoumluitargetmanagertargetmanagergettarget targetmanagergetinstancegettarget todo mvw think deprec return target see orgargoumluitabtargetgettarget,code/design_debt
rerout connect old node connect new node deleg reroutexxx possibl edg class diagram associ depend general link todo probabl superclass mani fig sever diagram type param newnod new node one end drag param oldnod exist node alreadi connect param edg edg draggedrerout param issourc tell end rerout,code/design_debt
todo cyclic depend selectionrerouteedg figedgemodelel,code/design_debt
prevent bold event bold chang todo gef manag gef 0134 includ,code/design_debt
see javaawteventactionlisteneractionperformedjavaawteventactionev todo combobox javadoc method public implement side effect call overrid find way implement,code/design_debt
todo shouldnt know specif type fig display coupl strong thing shouldnt need know tfm 20070924,code/design_debt
todo temporari method make sure model updat loss focus combo box long term attempt updat model keypress see javaawteventfocuslistenerfocuslostjavaawteventfocusev,code/design_debt
model tabl tag valu implement uml tagdefinit todo current support taggedvalu tagdefinit type string,code/design_debt
todo use extens registr mechan intern class well everyth treat,code/design_debt
todo realli pass default set diagram factori get set creation time,code/design_debt
idem general leafroot object todo show messag statusbar would help todo illegalargumentexcept use event expect happen need differ way catch wellformed rule,code/design_debt
connect method specifi connect type class unavail argouml implement todo unsupport use object version inheritdoc,code/design_debt
todo wed like fill gef wont let select setfilledfals,code/design_debt
gef method todo realli pick automat gef interfac extend thing note weve ad method use argouml possibl extern consum need method,code/design_debt
abstract class parent action ad diagram argouml children class implement creatediagram specif action creat diagram isvalidnamespac check namespac valid add diagram argouml shall never creat diagram readon modelelementp todo class merg actionnewdiagram author jaapbranderhorstxs4allnl,code/design_debt
todo mvw complet sure followingp namespac diagram use creat new element shown diagram namespac set accord necessarili equal owner return namespac diagram,code/design_debt
todo use default valu appropri type,code/design_debt
set fig style accord attribut todo never use remov param fig fig style param attributemap map name valu pair,code/design_debt
hang head shame still bug argouml andor gef caus corrupt model save take place repair model order certain possibl save file reload todo split small inner class fix return text explain repair,code/design_debt
todo refer method orgargoumlumluivetoablepropertychangegetvetomessagestr class exist anymor method never use param propertynam name properti return messag null applic,code/design_debt
execut action command line todo under gef librari reli acm doesnt allow creat file unless window show reason split perform command link orgargoumlapplicationmainmainstr suppli batch option run command window show hope eventu fix see orgargoumlapplicationapicommandlineinterfacedocommandstr param argument file name save return true,code/design_debt
todo make explor listen project member properti chang elimin coupl gui,code/design_debt
