,text,label,document_index
1349,still bad,ARCHITECTURE,1349
1350,this logic bit frail cases high parameter curvature we probably least something cases mle2 call fails parameter gets stepped outside domain we,ARCHITECTURE,1350
1351,added isna test tryharder case fixme add unit test,TEST,1351
1354,attempt use uniroot,CODE,1354
1355,fixme,DEFECT,1355
1356,to do roll back bbmle allow multiple transects ie two sets parameters given robustification print method allow manual override ranges allow logscaling preserve order parameters 1d plots,ARCHITECTURE,1356
1357,vectorize objective function return minus log l switching deviance screws things,DEFECT,1357
1358,old slice method probably roll option profile include attribute warning draw differently leave conf limit lines slice function fitted usemethod slice,REQUIREMENTS,1358
1359,this logic bit frail cases high parameter curvature we probably least something cases mle2 call fails parameter gets stepped outside domain we,ARCHITECTURE,1359
1360,possible set 2d vectors include baseline value maybe easily,CODE,1360
1361,fixme something elegant flatten slice list,CODE,1361
1362,fixme robust,ARCHITECTURE,1362
1363,fixme use drawcolorkey add legend fixme make diagonal panel text smaller,CODE,1363
1365,fails,TEST,1365
1366,fails,TEST,1366
1368,i experiencing difficulties one modeling function bbmle mle2 like modeling functions r uses matchcall retrieve save original function call future use i ll describe problem bbmle show i provoke similar problem lm,DEFECT,1368
1369,similar issue curve3d how curve work,DEFECT,1369
1370,one value,REQUIREMENTS,1370
1371,fixme residuals backwards,DEFECT,1371
1372,fixme residuals backwards,DEFECT,1372
1373,fitted mfit0 fails looks default value fixme nt expand properly need implicit lambda1 formula,DEFECT,1373
1374,fixme fails although error errors caught profiling due npar restricted optimx,TEST,1374
1375,work scale hand identical problem,DEFECT,1375
1376,works ok despite warnings 1dimensional opt nm,DEFECT,1376
1377,gets stuck investigate,DEFECT,1377
1380,todo find solution run tests rforge,TEST,1380
1381,fixme check results need save environmentfriendly way,DEFECT,1381
1383,interleave gnu make conditional i hope works systems exceedance timetolive,ARCHITECTURE,1383
1384,look fetchtimestamp method appropriate item s fetcher code bit fragile re quite darndest replicate runtime environment work common cases debuggedinspected specifying fetchtimestamp parameter viz item see next code block,ARCHITECTURE,1384
1385,todo watch cyclic depends,DESIGN,1385
1386,nothing,BUILD,1386
1387,present files need mimetype mimetype filepath need specify reader folder shared mimetype vizyaml make recursive get subdirs add viz object add pattern reads files meet pattern eg csv,REQUIREMENTS,1387
1388,todo watch cyclic depends,DESIGN,1388
1390,unpublish nt work nt remakeyaml yet think s fine,DEFECT,1390
1391,publishing occurred items get removed remake database files nt deleted this section not complete vizmake publish nt work testviz m time make work tests wish could run run wateruse15 vizmake publish publishedtargetfiles dir target recursivetrue fullnamestrue msgs capturemessages unpublish expecttrue grepl del msgs targets deleted needed crayon package unpublishedtargetfiles dir target recursivetrue fullnamestrue expectequal publishedtargetfiles unpublishedtargetfiles files nt changed,DEFECT,1391
1392,hack let predictdixoncoles know add hfa,CODE,1392
1395,dummy trick r cmd check,BUILD,1395
1397,todo b1 s1 crossprod indep theta,CODE,1397
1398,avoid r cmd check note,BUILD,1398
1400,useless datacheck prevent bugs remove debugging,CODE,1400
1401,do slots really need copied,ALGORITHM,1401
1403,nocov end,TEST,1403
1404,nocov end,TEST,1404
1405,nocov,TEST,1405
1407,nocov,TEST,1407
1408,nocov,TEST,1408
1409,todo should return null,CODE,1409
1410,todo this function uses local options use global options well,CODE,1410
1411,precheck data compatibility nullhyp comparison todo,REQUIREMENTS,1411
1412,todo add plottrue return s3 object responds plot obj,DESIGN,1412
1413,diffdf ever good approx todo,CODE,1413
1414,complain parameters box constraints todo,CODE,1414
1415,complain parameters box constraints todo,CODE,1415
1416,return detailed results somehow todo,CODE,1416
1417,todo user developer might someday want directly use lowlevel initialize method instead highlevel constructor function typecasting also occur,USABILITY,1417
1418,remove slot todo,CODE,1418
1419,maybe something smarter todo,CODE,1419
1420,now something means to replicate old behavior set the following two lines deleted meanjac null meanhess null even though might null processed earlier,CODE,1420
1421,todo figure certain elements fulljac end missing data missing bc colmeans zero fulljac fulljac,DEFECT,1421
1422,try weird nonhao version,CODE,1422
1423,remove todo,CODE,1423
1424,todo make sure fixedeffects results look ok summary output multigroup model,REQUIREMENTS,1424
1425,this inefficient way generate data it would better generate cpick first generate row time component expectations i nt code way api really set generating data row time,ARCHITECTURE,1425
1426,todo add outside data reference relational data,REQUIREMENTS,1426
1427,nocov start,TEST,1427
1428,nocov end,TEST,1428
1429,todo ask spiegel brick really supposed,PEOPLE,1429
1431,todo add expected mean cov printouts,TEST,1431
1432,todo check data raw,CODE,1432
1433,necessary,CODE,1433
1434,annoying,CODE,1434
1435,todo add safety check is wls fit function does data fullweight,ARCHITECTURE,1435
1436,nocov end,TEST,1436
1437,nocov end,TEST,1437
1438,just case user provided modelnamefitfunction,USABILITY,1438
1441,model f creatematrixf model todo something restructuring lx ly needed,ALGORITHM,1441
1442,nb th asymmetric not to path,CODE,1442
1443,add th note switch fromto nb th asymmetric not to path,CODE,1443
1444,todo get submodel multigroup model mi working write automatic model search algorithm forward entry start minimal base model add free parameters longer merited,REQUIREMENTS,1444
1447,nocov end,TEST,1447
1448,todo helpful warning message,USABILITY,1448
1449,possible todo instead error drop bad reference carry,USABILITY,1449
1450,not sure else case,CODE,1450
1452,todo informative error message,USABILITY,1452
1453,what multiple names match,ALGORITHM,1453
1455,bit hack,CODE,1455
1456,due demand cran maintainers default cores ompnumthreads set this seems like bad policy openmx team choice,BUILD,1456
1457,structure matrix must fixed todo optimization possible cases part structure matrix fixed,CODE,1457
1458,development some models transformable todo multilayered models,REQUIREMENTS,1458
1459,might solvable split,ALGORITHM,1459
1461,multilayer nt work missingness,DEFECT,1461
1462,although explicit code solvetype solve happens implicitly smatrix free latentvars latentvars free saturated covariance matrix,CODE,1462
1464,todo in nhev cases constraints nt part error covariance matrix ppml applied constraint model constraints always break,REQUIREMENTS,1464
1465,actually right second half check happens fakelatents folded model partway pretransform phase todo maybe make second parameter maybenhev clarity,CODE,1465
1466,important nhev missingness algorithms seem compatible,ARCHITECTURE,1466
1467,development if irrelevant constraints analytical solution probably wrong might well try todo see breaks models development,REQUIREMENTS,1467
1468,noninvertible cerr not valid ppml model need able invert cerr,CODE,1468
1469,todo is missing transform m matrix,REQUIREMENTS,1469
1472,need correction n n1 trying generate sample variance population for variances pulled transformed data cov matrix accounted however denominator means n n1,DEFECT,1472
1473,for reason indexing character dimnames nt work fix lapply call index converts dimnames latentvars appropriate numerical indices,DEFECT,1473
1474,analytical solution means fix means values optimizer nt bother partialsolved free nt bother do nt fix original model expected latent means free vary do nt fix missingdata case solved submodel different solution just plug use average best guess optimize simultaneously,DEFECT,1474
1476,development this cause problems models left right model solved simultaneously will need put conditional in cases left right model solved simultaneously need wrap bigmodel put data bigmodel todo move block selectsubmodelfdata raw data extract model,DEFECT,1476
1477,correction factor nn1 end re trying find sample variance population variance the denominator mean n n1 must corrected get sample variance tried no factor diff 9194952e2 n n1 factor diff 8420196e2 n n1 factor inside n1 n factor sqrt n n1 factor n1 n n1 n2,DEFECT,1477
1478,todo wrap timing functions profiling,ARCHITECTURE,1478
1479,ppml fit todo,REQUIREMENTS,1479
1480,note not checking hessians re never close sure comparison actually meaningful,DEFECT,1480
1481,check parameters versus parameters order simple iteration work,CODE,1481
1482,todo check expmeans replicated,CODE,1482
1483,estimated hessians way way far nt seem worth checking,CODE,1483
1484,determine flags na tolerance do nt check,CODE,1484
1485,for s special considerations necessary operating s manner breaks symmetry matrix changes output so instead directly extract labels free values operate reinsert,ALGORITHM,1485
1486,idiot check make sure manifest manindex exists,CODE,1486
