text,label,document_index
developers please pattern functions documentation developers you need change docs code developers developer etc,DOCUMENTATION,2139
developer alter line suit new data class,DESIGN,2140
handle fixme code tricky wrt leap year,TEST,2141
handle fixme code tricky wrt leap year,TEST,2142
handle fixme code tricky wrt leap year,TEST,2143
fixmegsw permit gsw version,REQUIREMENTS,2144
fixmegsw permit gsw version,REQUIREMENTS,2145
changes update,CODE,2147
scan res data scan scan fixme time goes metadata data make sense,DEFECT,2148
permit names names three key variables fixme handle,REQUIREMENTS,2149
fixme far slow,ARCHITECTURE,2153
fixme maybe deprecated,CODE,2154
fixme,CODE,2156
fixme use,CODE,2157
case terrible fixme prob,CODE,2158
library fixme needed,CODE,2159
fixme use,CODE,2162
first point fixme adjust params,ALGORITHM,2165
fixme theta,ALGORITHM,2166
fixme works extend types,CODE,2168
fixme guess scale,REQUIREMENTS,2169
note use avoid problem used lines file encoding utf8,CODE,2170
fixme salinity temperature pressure,REQUIREMENTS,2171
length end line bug regexp good new,DEFECT,2172
push back header read file text vector speed the format files since could documentation format therefore good errors code see https,DOCUMENTATION,2173
fixme check salinity units,REQUIREMENTS,2174
see update new items added fixme almost needs lot the next comment lists fixme ve seen but know it would great find official fixme list present function documented documentation fixme list source date time latitude longitude depth,DOCUMENTATION,2175
fixme check see whether always gives dates digits,CODE,2178
fixme use s4 res metadata units pressure list scale,DESIGN,2179
fixme latitude longitude,CODE,2180
fixme make argument,CODE,2181
note time assignment data matrix fixme faster data matrix later,ARCHITECTURE,2183
image fixme index question buf 1l package oce res,DEFECT,2185
old psi res metadata res metadata old debug cat psi psi sep old sound speed fixme could use pressure old range old log10 log10 log10 old range rev depth,DEFECT,2186
minutes may confusing,CODE,2189
trick code avoid breaks,DEFECT,2193
fixme guessing best line used,CODE,2194
fixme new one case generally state confusing,USABILITY,2195
fixme need check,CODE,2196
fixme many colors use,ALGORITHM,2197
fixme decide length,ALGORITHM,2198
fixme isna confusing comes col breaks together,DEFECT,2199
guess probably dangerous,CODE,2201
fixme document part,DOCUMENTATION,2202
fixme ignoring may best anyway,ALGORITHM,2203
fixme,PEOPLE,2204
fixme,PEOPLE,2205
image dimensions getitem info getitem info reverse getitem info getitem info getitem info getitem info select certain lines the header steps case data format changes later adjustment required delete grouping select remove leading remove,DEFECT,2206
fixme numeric,CODE,2207
fixme assume others like,CODE,2208
true fixme make arg,CODE,2209
fixme clean code,CODE,2210
fixme clean code,CODE,2211
fixme need numbers space,CODE,2212
fixme ok asnumeric quantile narmtrue fixme bad bad diff range narmtrue,CODE,2213
length options browser fixme finish polygons bit tricky eg fixme create series points trace along edge fixme visible earth,REQUIREMENTS,2214
fixme method looks good try also smaller slower catch labels,ARCHITECTURE,2215
grid automatically quite tricky code near one time code near par tried invert get idea scale failed goes seems infinite loop trying inverse point edge earth disk think fails disk edge when oce code within problem workaround this workaround reported year problem go away given present code near plot region region might one assuming ticks per side inverse mapped used determine scale rather use pretty scale determined list good view,ALGORITHM,2217
fixme maybe use,CODE,2218
fixme number next line might need adjustment,CODE,2220
fixme use,CODE,2221
fixme get options revisit next lines,CODE,2222
fixme works positive ok,CODE,2225
sigma needed gamma sigma cos xiprime etaprime cos xiprime etaprime cos xiprime etaprime sin xiprime etaprime sin xiprime etaprime sin xiprime etaprime,ALGORITHM,2226
use set still exists fixme,CODE,2227
fixme handle data column names differ,REQUIREMENTS,2230
method reorder field first index whether although sure items occur world,CODE,2231
fixme maybe code get data oce objects data oce objects data try dataframe class stop coerce data dataframe,DESIGN,2232
fixme probably gives wrong length,DEFECT,2233
fixme probably,DESIGN,2236
fixme dim data,CODE,2237
fixme,DEFECT,2240
fixme,DEFECT,2241
fixme handle individual cases,DESIGN,2242
fixme,CODE,2243
fixme tsslow fixme tsslow,ARCHITECTURE,2244
next line issue since fails times na ends xlim,CODE,2249
case,CODE,2251
fixme argument,CODE,2252
fixme nt why also,DESIGN,2253
fixme think rule creating new data fixme since years old fixme adp adv handled differently anyway is fixme fastslow variable issue,ARCHITECTURE,2254
fixme think rule creating new data fixme since years old fixme adp adv handled differently anyway is fixme fastslow variable issue,ARCHITECTURE,2255
fixme s4,DESIGN,2256
fixme possibly tsslow,ARCHITECTURE,2257
fixme check worked,CODE,2258
fixme may things,CODE,2259
fixme repeated elsewhere,CODE,2260
fixme obsolete removed fall,CODE,2261
old deparse file variable calling code old paste deparse matchcall sep collapse,USABILITY,2262
fixme different,CODE,2263
fixme obsolete removed fall,CODE,2265
try get global attributes permit first,CODE,2266
fixme numbers get labels fixme need anymore,ALGORITHM,2267
fixme,CODE,2270
we need offset time excel leap year we check day count see https discussion note return na day excel produces fact day think oce users fact na excel leap year,DEFECT,2271
fixme permit time vector,REQUIREMENTS,2272
fixme,CODE,2273
fixme right,CODE,2275
fixme accept flags eg salinity,REQUIREMENTS,2276
fixme delete later get na codes the mess warnings codes,CODE,2277
changes update,DESIGN,2278
fixme the next block single numeric na value fixme possible otherwise returns first value perhaps fixme keeping values using individual columns fixme values seem times times seem never fixme equal files ve seen single fixme numerical elements fixme header columns,DEFECT,2279
message data data time print data time print data time print substitute subset substitute subset prior next line eval substitute subset data parentframe but failed calling subset within functions see github fixme fill issue link issue http question environments used parentframe subset definitions tests parentframe work generally within code within function passed items go subset,TEST,2280
fixme in could plots may better get users supplying xlim etc yield errors example,ARCHITECTURE,2281
some files nt use anyway con,ALGORITHM,2282
get time note trick making avoid problem bit integers,DEFECT,2283
need check column if extract data matrix,CODE,2285
fixme utf8 characters andor spaces should coerce spaces least fields rename eg remove spaces,CODE,2286
this code bit tricky modify existing pressure,CODE,2288
fixme work nt contain,DEFECT,2290
fixme need read lot events is better way,CODE,2291
fixme is right,CODE,2292
fixme may int time,CODE,2293
read whole file tricky times text data,ALGORITHM,2294
fixme want,CODE,2296
fixme able set,USABILITY,2297
fixme check see exists first,CODE,2298
trim zero good data fixme new metadata,REQUIREMENTS,2299
fixme sqrt test case sure make sense though dk,TEST,2300
fixme code dry,ALGORITHM,2301
fixme think missing means null means none,CODE,2302
fixme nt get plot edges,DEFECT,2303
fixme might need check xx used later,CODE,2304
fixme nt next line work types,DEFECT,2305
fixme testing,TEST,2306
fixme might need check xx used later,CODE,2308
sum browser,DEFECT,2309
fixme value used it fails data,BUILD,2310
get length fixme silly know ensure timezone note gives null,CODE,2313
get etc fixme silly know,CODE,2314
fixme using int must check cases,CODE,2315
note return temperature regardless stored pressure salinity fixme unit use,CODE,2316
fixme object types,CODE,2317
fixmegsw add gsw version,CODE,2319
fixme loop slow done like,ARCHITECTURE,2320
fixmegsw add gsw version,REQUIREMENTS,2321
fixmegsw add gsw version,REQUIREMENTS,2322
fixme still best way,CODE,2323
fixme avoid,CODE,2325
fixme right state,ALGORITHM,2326
fixmegsw need gsw version library,ALGORITHM,2327
fixmegsw need gsw version library,ALGORITHM,2328
fixme approximation sound speed convert khz,CODE,2329
fixme removal explicitly amplitude coef,DEFECT,2330
fixme calculation done match,DEFECT,2331
ftesting false fixme ftesting the regression gives us intercept call z0 ftesting indices indices index z0 ftesting name z0 name ftesting freq freq ftesting,TEST,2332
fixme unit suggests suggests consistent we convert,REQUIREMENTS,2333
fixme sign,CODE,2334
timezone,CODE,2335
the following somewhat hack get around plot produce past bug use par seems mess windows,DEFECT,2336
fixme seems mixed,DEFECT,2337
data may extend across plot region range longitude narmtrue range latitude narmtrue,CODE,2338
fixme add units,CODE,2340
fixme detection end header robust,ARCHITECTURE,2342
fixme assumes metric,CODE,2343
fixme next uses understand format,TEST,2344
fixme check print,TEST,2345
nb header whole instrument samples samples but mode guess right number in case test,TEST,2347
fixme think might wrong burst,DEFECT,2348
fixme,DEFECT,2349
page fixme previously,TEST,2350
testing values worked fixme replace numbers found,TEST,2351
fixme data lines things done,TEST,2352
developer note keep synch,DOCUMENTATION,2353
nt like na flags,TEST,2354
fixme add tests data,TEST,2355
fixme add tests data,TEST,2357
files download new data these files go back years think,TEST,2359
fail,TEST,2360
fail,TEST,2361
fail,TEST,2362
fixme following works manually fails rstudio build expectequal unit expression ratio,BUILD,2363
actually work file,TEST,2364
table rho sigma potential temperature temperature scales absolute salinity temperature sound speed temperature specific rate alpha beta sound unesco unesco unesco depth pressure fixme incomplete,REQUIREMENTS,2365
bug broken,DEFECT,2366
store calls,CODE,2368
nocov start,TEST,2369
useless pass cmd check,BUILD,2370
todo change fixed threshold option,USABILITY,2371
remember calling get rid intercept mt mt,DESIGN,2372
work around bug,DEFECT,2373
useless pass cmd check,BUILD,2374
nocov end,TEST,2375
nocov start,TEST,2376
nocov end,TEST,2377
nothing nocov start already checked,TEST,2378
nocov end,TEST,2379
result errors eg prior weird,DEFECT,2381
nocov start,TEST,2382
nocov end,TEST,2383
normal prior user override,CODE,2385
prior user override,CODE,2386
tests use sampling instead latter fails,TEST,2387
fixme,DEFECT,2388
links expectequal coef fit coef tol weird,CODE,2389
fails many cases year id gaussian,CODE,2390
fails cases testthat year id binomial,TEST,2391
todo handle exception model https,REQUIREMENTS,2393
