comment,debt
fixme future allow empty strings error future even query resultsdb column,REQUIREMENTS
fixme check nearby integer,CODE
fixme tuning parameter unclear nearoptimal value optimize large number analyses expected evaluate where clause missing analysis etc work correctly inside anonymous function body,REQUIREMENTS
fixme temporary workaround analysestags view definition phewasresults fixme current left join analysestags seems result inefficient query plans,ARCHITECTURE
fixme check nearby integer,CODE
add chromposrefalt columns make easier pass functions help interpretation saved file note added v1 null,REQUIREMENTS
fixme workaround annot failing row argument,CODE
add attribute used plot labelling etc fixme multiple variants matched hence query run,CODE
todo fix database,DEFECT
hard coded itt,CODE
hard coded itt,CODE
readcsv force settings stringsasfactors true case user options try override,CODE
fixme using contrasts variable name shadows base function,CODE
fixme add direct hook userderived endpoints,BUILD
ugly prototype hence verbatim man page also r cmd check thinks derivationsstandardidsl unbound global variable,BUILD
options read repeatedly code constant c const sense likely constant different projects it overwrite failsafe defaults directory containing genotype data directory containing clinical data top level directory analyses fixme throw error fails target directory outputs fixme throw error fails,ARCHITECTURE
note group always defined should always called itt though fixme generalize subjects concept,DESIGN
fixme check column classes character,CODE
fixme check code runs transformations,CODE
make local variables,DESIGN
fixme would nice use groupby detect whether contrasts use overlapping groups in theory gc fix albeit optimally,DEFECT
force poppnitt even though mandated variable per dsm code groupall assumes poppnitt exists error fixme allow force list sort columns unique forcelist deps computing demographics tables,ALGORITHM
fixme would nicer clinicalimport error checking require options,ARCHITECTURE
fixme slow,ARCHITECTURE
fixme ancestry pcs written note merge merge alltrue since want clinical data nonpgx subjects,REQUIREMENTS
fixme hook user derived variables needed case used group defs etc,BUILD
even though reapply transformations subsets work complete analysis dataset,ARCHITECTURE
fixme trycatch inside,CODE
automagic report arms poptrtgrp groups actually included note assuming user plays nice define overwriting transform still works fixme maybe allow overwriting transforms fixme instead clinicalordering list preferred orders sort count otherwise,ALGORITHM
there s dataframe option name fixme,CODE
fixme next line throws error adjustarm na implies n0 itt,DEFECT
print model summary gx report note that with empty models drop1 throws unhelpful error message drop1 m0 test chisq,TEST
fixme would nice automagically compute n n1n2 contrasts needs done within levels model,REQUIREMENTS
are better contrast join lam whole lot delete unwanted columns later,ALGORITHM
note fast,ARCHITECTURE
using contrast names part column labels does nt work,DEFECT
plotpar needed since pcaplot calls par within sub screen,CODE
fixme should warn truncate titles characters,DEFECT
match cvlist error fixme error cvlist,REQUIREMENTS
readcsv force settings stringsasfactors true case user options try override,USABILITY
fixme allow option row names suppressed pdf requires pass option textgrid,REQUIREMENTS
fixme throw error fails,CODE
hard coded itt,CODE
fixme throw error fails,CODE
this generates undeclared import warning r cmd check sure fixme,DEFECT
hard coded itt,CODE
may broken apparently follow global cex setting,DEFECT
currently allows pch vector matrix draw multiple symbols legend line may break used unexpected ways fixme separate control line colour point colour fill,DEFECT
fixme check col bg,DEFECT
broken,DEFECT
variants include parameters finemapping plot output control starts high fixme,ALGORITHM
current db format means r included table hence substitute missing zero fixme dangerous return incorrect numerical data currently use single alpha col bg coding noncoding precalculate,DEFECT
fixme still quite right,DEFECT
fixme may work yaxis truncation,DEFECT
fixme still quite right,DEFECT
fixme case one variant one credible set would better cbind like signal cbind marginal pp s aggregating signals make zero safe sortingplotting make false safe tablesplotting propagate cleo index variants attr ibute,CODE
add title scaled fit necessary change to use mtextfit fixme,REQUIREMENTS
deprecate s cleaner caller use trycatch,CODE
fixme instead nt execute use statement,CODE
overwrite previous value tmp fixme temporary workaround dostop would stopped previously instead setting tmp checkfalse,CODE
overwrite previous value tmp fixme temporary workaround,CODE
fixme make work clientserver db connections especially mysql noting several blocks behave slightly differently depending class dbc,ARCHITECTURE
fixme kerberized environment consider select effectiveuser relevant clientside user host,DEFECT
fixme grepl content dbs ticket expired help user,USABILITY
fixme grepl content scdb ticket expired help user,USABILITY
fixme grepl content tables ticket expired help user,USABILITY
spoof return without checking interim hack fixme tessella make actual check,PEOPLE
could add checks existence schema tables present could add options attempt fix common problems eg impala connections select limit fails try invalidate metadata,CODE
function sanitize x use sql queries fixme general usage error message sql input may always appropriate,DESIGN
converts character vector almost possible inputs,CODE
fixme could potentially render ints 1234e7 example depending behaviour ascharacter input int type,CODE
never happen,ALGORITHM
else x x singular happen,CODE
hack could made object oriented,DESIGN
,CODE
,CODE
must better way,TEST
must better way,TEST
note can guarantee exact count data loaded will improve test gtx supports tests static data,TEST
todo add user defined functions combining results azure,REQUIREMENTS
the foreach able run properly merge task fails stopping user processing merge task failed,DEFECT
gh fails httr see https githubcomrlibghissues57 consider option supress progress bar,BUILD
no idea,CODE
no idea,CODE
fixme see issue https githubcomstephenslabsusierissues21,DEFECT
fancy coding set variable names i2 tau2 i2 tau2 necessary linux i nt know differently windows,ARCHITECTURE
hack prevent flowcore shifting range,CODE
todo need group variant a way determine,REQUIREMENTS
todo should warning user collaborator will downgrade permissions todo how behave content accesstype acl,USABILITY
todo vanities work,DEFECT
todo pretty,CODE
todo something api key role todo point docs methods see methods,DEFECT
todo check cache age,CODE
todo add xcontentchecksum,CODE
todo need check content least guid url title functional,ARCHITECTURE
todo evaluate whether coercing character erroring,ALGORITHM
make sense automatically get latest force user,TEST
todo think handle guid exist,CODE
todo what length,CODE
guidbased deployment case get back,CODE
todo need test loggederror real error,TEST
todo,CODE
todo need validate content,CODE
todo need validate task needs id,CODE
todo validate content,CODE
todo validate vanity needs pathprefix,CODE
todo check manifestjson,CODE
todo error files static todo better way get primary document besides allfiles,CODE
